rank,school,grades,district,number_of_students,student_teacher_ratio,2017_rank,rank_change,fulltime_teachers,free_disc_lunch,avg_test_score,white,black,hispanic,asian,american_indian,pacific_islander,biracial,expected_test_score
154,Evergreen Elementary,K-5,Bethel School District,521,17.2,139,15,30,0.6970000000000001,0.8390000000000001,0.36700000000000005,0.09,0.217,0.071,0.01,0.092,0.154,0.30311690862806934
155,Vancouver Home Connection,K-12,Vancouver Public Schools,214,15.2,521,366,14,0.36,0.838,0.8690000000000001,0,0.07,0.009000000000000001,0,0,0.051,0.6480021348929049
156,Mullan Road Elementary,"PK, KG-6",Spokane Public Schools,618,18.2,140,16,34,0.28,0.838,0.78,0.023,0.07400000000000001,0.023,0.003,0.005,0.092,0.6780182001081108
157,Windsor Elementary,"PK, KG-5",Cheney School District,523,15.4,283,126,34,0.428,0.838,0.82,0.011000000000000001,0.078,0.006,0.006,0.004,0.075,0.5844012127357997
158,Lake Youngs Elementary School,"PK, KG-6",Kent School District,494,17.9,159,1,27,0.253,0.8370000000000001,0.466,0.047,0.16,0.217,0.002,0.008,0.10099999999999999,0.7424930442484561
159,North Hill Elementary,K-6,Highline School District,598,18.8,257,98,32,0.462,0.836,0.465,0.10400000000000001,0.20600000000000002,0.079,0.008,0.023,0.115,0.495562171650235
160,Island View Elementary,K-5,Anacortes School District,492,17.8,250,90,28,0.327,0.836,0.8109999999999999,0.01,0.126,0.02,0.008,0,0.024,0.6576548969719297
161,Ordway Elementary,"PK, KG-4",Bainbridge Island School District,374,14.9,182,21,25,0.128,0.836,0.733,0.008,0.128,0.024,0.003,0.005,0.099,0.7483564762209994
162,Ridge View Elementary School,K-5,Kennewick School District,617,19.8,248,86,31,0,0.836,0.7340000000000001,0.011000000000000001,0.138,0.034,0.005,0,0.078,0.813884971528489
163,Horizons Elementary,K-5,North Thurston Public Schools,543,16.4,176,13,33,0.23600000000000002,0.835,0.584,0.068,0.134,0.053,0.006,0.015,0.14,0.6635218532955253
164,Fidalgo Elementary,K-5,Anacortes School District,445,18.6,163,1,24,0.272,0.835,0.8220000000000001,0.004,0.106,0.034,0.004,0,0.028999999999999998,0.7047900907877587
165,Lacamas Heights Elementary,K-5,Camas School District,357,18.9,142,23,19,0.20199999999999999,0.835,0.84,0.003,0.084,0.008,0.003,0.006,0.055999999999999994,0.7293851977104655
166,Black Lake Elementary,K-5,Tumwater School District,532,19.1,116,50,28,0.305,0.8340000000000001,0.759,0.002,0.102,0.026000000000000002,0.006,0.004,0.102,0.6584160427920808
167,Jing Mei Elementary School,"PK, KG-5",Bellevue School District,328,20.6,28,139,16,0.037000000000000005,0.833,0.125,0.009000000000000001,0.03,0.601,0,0,0.235,0.9272368964870954
168,Green Lake Elementary School,"PK, KG-5",Seattle School District,427,17.5,223,55,24,0.14800000000000002,0.8320000000000001,0.7070000000000001,0.023,0.052000000000000005,0.08900000000000001,0.002,0,0.126,0.7748291777205852
169,Dickinson Elementary,"PK, KG-5",Lake Washington School District,570,15,128,41,38,0.163,0.83,0.45299999999999996,0.032,0.139,0.309,0.002,0,0.067,0.8351172091381834
170,McLane Elementary School,"PK, KG-5",Olympia School District,333,15.8,231,61,21,0.37799999999999995,0.83,0.7240000000000001,0.024,0.102,0.063,0.003,0,0.084,0.6322059404359378
171,Madison Elementary School,"PK, KG-5",Olympia School District,246,17.3,278,107,14,0.447,0.83,0.557,0.037000000000000005,0.175,0.053,0.004,0.012,0.163,0.5164680507985565
172,Crestwood Elementary,"PK, KG-5",Sumner School District,462,17.4,179,7,26,0.301,0.8290000000000001,0.779,0.013000000000000001,0.084,0.015,0.006,0,0.102,0.6585273935088238
173,Purdy Elementary School,"PK, KG-5",Peninsula School District,621,16.6,224,51,37,0.182,0.8290000000000001,0.7709999999999999,0.008,0.10300000000000001,0.027000000000000003,0.003,0.002,0.085,0.733354096653131
174,Mukilteo Elementary,K-5,Mukilteo School District,612,18.8,112,62,33,0.165,0.8290000000000001,0.623,0.025,0.096,0.134,0,0,0.12300000000000001,0.7735982950560303
175,University Place Primary,"PK, KG-4",University Place School District,534,16.1,183,8,33,0.48100000000000004,0.828,0.513,0.09,0.146,0.040999999999999995,0.002,0.004,0.204,0.46583529555029585
176,Endeavour Elementary,K-5,Mukilteo School District,487,17.9,165,11,27,0.193,0.826,0.35700000000000004,0.039,0.115,0.376,0,0.002,0.111,0.837936646374509
177,Lake Wilderness Elementary,"PK, KG-5",Tahoma School District,1215,22.8,115,62,53,0.141,0.825,0.7190000000000001,0.013000000000000001,0.092,0.045,0.002,0.006,0.12300000000000001,0.7522833128538167
178,Columbia Elementary School,"PK, KG-5",Bellingham School District,287,19.5,81,97,15,0.195,0.823,0.8079999999999999,0.017,0.063,0.035,0.006999999999999999,0,0.07,0.7430121740861636
179,Briarcrest Elementary,K-6,Shoreline School District,526,19,209,30,28,0.392,0.82,0.46799999999999997,0.091,0.196,0.105,0.004,0.002,0.135,0.5676882347185368
180,Sunnycrest Elementary School,"PK, KG-5",Lake Stevens School District,757,21.5,202,22,35,0.22699999999999998,0.818,0.7,0.026000000000000002,0.127,0.044000000000000004,0.001,0.001,0.1,0.6995567807419538
181,Parkwood Elementary,K-6,Shoreline School District,449,16.9,196,15,26,0.359,0.818,0.439,0.08199999999999999,0.2,0.147,0.009000000000000001,0.027000000000000003,0.096,0.6160705515811711
182,Cougar Valley Elementary,"PK, KG-5",Central Kitsap School District,468,15.8,326,144,29,0.301,0.8170000000000001,0.6940000000000001,0.038,0.113,0.015,0.006,0,0.132,0.6291538031603245
183,Maplewood Heights Elementary School,K-5,Renton School District,717,18.7,235,52,38,0.317,0.816,0.335,0.032,0.20199999999999999,0.335,0.001,0.004,0.091,0.7544326381258152
184,Coupeville Elementary School,"PK, KG-5",Coupeville School District,432,16,160,24,27,0.366,0.816,0.6829999999999999,0.009000000000000001,0.162,0.005,0,0,0.141,0.5741583222706302
185,Woodridge Elementary,K-5,Bellevue School District,653,18.1,169,16,36,0.17300000000000001,0.816,0.368,0.034,0.075,0.446,0.003,0.009000000000000001,0.066,0.8777813396593198
186,Lake Forest Park Elementary,K-6,Shoreline School District,535,20.2,85,101,26,0.273,0.813,0.634,0.06,0.09699999999999999,0.09699999999999999,0.002,0.009000000000000001,0.10099999999999999,0.6934017567663736
187,South Ridge Elementary,K-6,Ridgefield School District,718,22.4,216,29,32,0.26899999999999996,0.81,0.759,0.006,0.146,0.021,0.001,0.006999999999999999,0.06,0.6760099917049227
188,Bell Elementary,"PK, KG-5",Lake Washington School District,394,15.2,238,50,26,0.24100000000000002,0.81,0.612,0.036000000000000004,0.16,0.11900000000000001,0,0,0.07400000000000001,0.72126307614127
189,Colbert Elementary School,K-6,Mead School District,526,19.5,88,101,27,0.251,0.8079999999999999,0.907,0.002,0.042,0.008,0,0,0.042,0.7230387339384944
190,Adams Elementary School,K-5,Seattle School District,573,18.9,149,41,30,0.14800000000000002,0.807,0.716,0.044000000000000004,0.10300000000000001,0.019,0.005,0.002,0.11199999999999999,0.7293967416548455
191,Hazelwood Elementary School,K-5,Renton School District,615,18.1,192,1,34,0.213,0.807,0.502,0.044000000000000004,0.109,0.226,0.008,0,0.111,0.7781474665992097
192,Browns Point,K-5,Tacoma Public Schools,428,17.5,166,26,24,0.18899999999999997,0.807,0.586,0.051,0.11199999999999999,0.096,0.005,0.002,0.147,0.7247020466980846
193,B F Day Elementary School,"PK, KG-5",Seattle School District,290,15.9,181,12,18,0.293,0.805,0.6,0.124,0.086,0.066,0,0.003,0.121,0.6448298530248887
194,Beachwood Elementary School,"PK, KG-5",Clover Park School District,331,18.3,653,459,18,0.46799999999999997,0.804,0.49200000000000005,0.115,0.20199999999999999,0.03,0.018000000000000002,0.027000000000000003,0.115,0.4566654026291483
195,Meadow Ridge Elementary,K-6,Mead School District,564,21.2,221,26,27,0.262,0.8029999999999999,0.879,0.004,0.055,0.009000000000000001,0.002,0.004,0.048,0.7091401165078577
196,Alki Elementary School,"PK, KG-5",Seattle School District,380,17.6,87,109,22,0.132,0.8029999999999999,0.711,0.053,0.084,0.028999999999999998,0.005,0,0.11800000000000001,0.7435036757737121
197,Hilltop Elementary,K-6,Edmonds School District,518,19.1,247,50,27,0.166,0.8009999999999999,0.602,0.035,0.091,0.154,0.002,0.006,0.11,0.7804039604773466
198,Continuous Curriculum School,K-8,East Valley School District (Spokane),506,17.1,227,29,30,0.212,0.8009999999999999,0.852,0.004,0.053,0.027999999999999997,0,0,0.063,0.7419487419183053
199,Edwin R Opstad Elementary,"PK, KG-5",Snoqualmie Valley School District,557,19.2,204,5,29,0.203,0.8009999999999999,0.8059999999999999,0.02,0.102,0.02,0.009000000000000001,0,0.043,0.727450312178937
200,Ridgewood Elementary School,"PK, KG-6",Kent School District,495,20.6,214,14,24,0.16399999999999998,0.8,0.42,0.063,0.11699999999999999,0.248,0.002,0.008,0.141,0.7933483588908189
201,Cape Horn Skye Elementary,K-5,Washougal School District,403,21.1,171,30,19,0.29,0.799,0.8759999999999999,0.006999999999999999,0.055,0.005,0.005,0,0.052000000000000005,0.6891173447065849
202,Sunrise Elementary,K-5,Enumclaw School District,419,17.7,243,41,24,0.332,0.7959999999999999,0.773,0.002,0.16899999999999998,0.01,0.006999999999999999,0.01,0.028999999999999998,0.6330163192841114
203,Mullenix Ridge Elementary School,K-5,South Kitsap School District,527,19.4,168,35,27,0.302,0.7959999999999999,0.753,0.006,0.095,0.011000000000000001,0.004,0.002,0.129,0.6456782853203822
204,Ridgecrest Elementary,K-6,Shoreline School District,578,19.8,129,75,29,0.266,0.7959999999999999,0.47600000000000003,0.078,0.142,0.138,0,0.005,0.161,0.6787085354349083
205,Maplewood Elementary,"PK, KG-6",Puyallup School District,425,19.9,255,50,21,0.257,0.792,0.7390000000000001,0.002,0.078,0.033,0.002,0.002,0.14400000000000002,0.686130260012944
206,Point Defiance,"PK, KG-5",Tacoma Public Schools,438,17.8,284,78,25,0.42,0.792,0.68,0.071,0.114,0.039,0.011000000000000001,0.002,0.08199999999999999,0.5678361977768973
207,Clark Elementary,K-5,Issaquah School District,755,17.1,321,114,44,0.17800000000000002,0.7909999999999999,0.506,0.021,0.113,0.242,0.003,0,0.115,0.8045233289088187
208,Martin Sortun Elementary School,"PK, KG-6",Kent School District,689,19.3,199,9,36,0.494,0.7909999999999999,0.28300000000000003,0.134,0.16699999999999998,0.321,0.001,0.017,0.077,0.6253343692838236
209,Eismann Elementary,"PK, KG-5",Sumner School District,608,19.9,249,40,31,0.099,0.789,0.763,0.008,0.08900000000000001,0.02,0.008,0.003,0.109,0.7683538502627872
210,Silver Ridge Elementary,"PK, KG-5",Central Kitsap School District,369,14.5,167,43,25,0.27399999999999997,0.7879999999999999,0.556,0.024,0.138,0.035,0.003,0.013999999999999999,0.23,0.6147764916479664
211,Madrona Nongraded,"PK, KG-8",Edmonds School District,635,18.4,187,24,34,0.134,0.7859999999999999,0.619,0.039,0.131,0.098,0,0,0.113,0.7639096653232116
212,Lowell Elementary School,"PK, KG-5",Bellingham School District,305,17.6,297,85,17,0.233,0.785,0.81,0.023,0.07200000000000001,0.046,0.006999999999999999,0,0.043,0.7314747276733325
213,Rose Hill Elementary,K-5,Lake Washington School District,450,13.7,277,64,33,0.276,0.7829999999999999,0.462,0.016,0.22399999999999998,0.198,0,0.002,0.098,0.715157820477401
214,Canyon Creek Elementary,"PK, KG-5",Northshore School District,770,17.6,173,41,44,0.156,0.7829999999999999,0.473,0.027000000000000003,0.11699999999999999,0.273,0.006,0,0.10400000000000001,0.8233053359106874
215,Ridgecrest Elementary,K-6,Puyallup School District,552,17.3,495,280,32,0.39,0.7829999999999999,0.6809999999999999,0.027000000000000003,0.147,0.025,0.016,0.013000000000000001,0.091,0.5755094540588904
216,Highland Terrace Elementary,K-6,Shoreline School District,496,18,147,69,27,0.151,0.782,0.637,0.046,0.079,0.09699999999999999,0.004,0.008,0.129,0.7597976470078419
217,Phantom Lake Elementary,"PK, KG-5",Bellevue School District,401,16,233,16,25,0.299,0.7809999999999999,0.406,0.027000000000000003,0.187,0.254,0.002,0,0.122,0.7271028264680863
218,Mt View Elementary,K-6,Puyallup School District,363,19.7,431,213,18,0.366,0.78,0.6829999999999999,0.025,0.138,0.017,0.011000000000000001,0.019,0.107,0.5849263075637338
219,Clear Lake Elementary School,K-6,Sedro-Woolley School District,315,17.9,188,31,18,0.502,0.78,0.851,0,0.111,0.01,0.01,0,0.019,0.5502248717426097
220,Michael T Simmons Elementary,K-5,Tumwater School District,698,18.6,425,205,38,0.395,0.779,0.725,0.023,0.12300000000000001,0.032,0.001,0.004,0.092,0.5945763994642567
221,Laurelhurst Elementary School,K-5,Seattle School District,401,17.1,154,67,23,0.259,0.779,0.6609999999999999,0.047,0.045,0.132,0,0.002,0.11199999999999999,0.7356835113675226
222,Woodmoor Elementary,"PK, KG-5",Northshore School District,818,16.8,254,32,49,0.265,0.779,0.506,0.013000000000000001,0.225,0.14400000000000002,0.006,0,0.105,0.6937864873097004
223,Carrolls Elementary,K-5,Kelso School District,146,18.1,96,127,8,0.363,0.778,0.7809999999999999,0,0.068,0.048,0.021,0,0.08199999999999999,0.6486434415821186
224,Cascade Elementary,K-4,Eastmont School District,511,18.3,180,44,28,0.41100000000000003,0.778,0.583,0,0.384,0.008,0,0,0.025,0.5092587302069344
225,Littlerock Elementary School,K-5,Tumwater School District,339,18.5,346,121,18,0.35100000000000003,0.777,0.7290000000000001,0.006,0.121,0.021,0.012,0.009000000000000001,0.10300000000000001,0.6148643986686912
226,Twin City Elementary,K-5,Stanwood-Camano School District,344,17.8,130,96,19,0.40700000000000003,0.777,0.73,0.003,0.163,0.017,0.02,0.012,0.055,0.5750925717634752
227,Cedarhome Elementary School,K-5,Stanwood-Camano School District,513,19.7,110,117,26,0.201,0.7759999999999999,0.821,0.006,0.08800000000000001,0.012,0.008,0.006,0.06,0.7271685061524201
228,Crystal Springs Elementary,"PK, KG-5",Northshore School District,622,17.3,314,86,36,0.214,0.7759999999999999,0.43700000000000006,0.028999999999999998,0.19,0.225,0.003,0.002,0.114,0.7596041022082357
229,Hollywood Hill Elementary,"PK, KG-5",Northshore School District,368,17.8,161,68,21,0.095,0.7759999999999999,0.78,0,0.095,0.049,0,0,0.076,0.7928710472821452
230,Maple Elementary School,K-5,Seattle School District,502,15.3,360,130,33,0.614,0.7759999999999999,0.125,0.084,0.175,0.52,0.006,0.004,0.086,0.6640394940665034
231,Union Ridge Elementary,K-6,Ridgefield School District,837,19.7,430,199,42,0.27699999999999997,0.774,0.841,0.002,0.09300000000000001,0.005,0.004,0.001,0.054000000000000006,0.6853559225598209
232,Salem Woods Elementary School,"PK, KG-5",Monroe School District,488,18.9,191,41,26,0.23,0.774,0.805,0.002,0.113,0.004,0.008,0,0.068,0.7001569388328533
233,Sage Point Elementary School,K-5,Moses Lake School District,442,19.2,285,52,23,0.387,0.774,0.6970000000000001,0.005,0.26899999999999996,0.005,0.002,0,0.023,0.5653670684170737
234,Selkirk Elementary,"PK, KG-5",Selkirk School District,131,16,124,110,8,0.603,0.774,0.9009999999999999,0,0.046,0,0,0,0.053,0.49153334362879514
235,Coulee City Elementary,K-5,Coulee-Hartline School District,69,9.1,516,281,8,0.391,0.7709999999999999,0.9279999999999999,0.013999999999999999,0.028999999999999998,0,0,0,0.028999999999999998,0.6415218660077089
236,Cottonwood Elementary School,K-4,West Valley School District (Yakima),436,17.5,264,28,25,0.312,0.7709999999999999,0.64,0.011000000000000001,0.268,0.034,0.006999999999999999,0,0.039,0.6194711467942051
237,Salmon Bay K-8 School,K-8,Seattle School District,658,17.6,215,22,37,0.09,0.77,0.764,0.013999999999999999,0.062,0.055,0.005,0,0.1,0.7947595402734041
238,Sherwood Elementary,K-6,Edmonds School District,484,18,409,171,27,0.256,0.77,0.616,0.055999999999999994,0.161,0.043,0.008,0,0.11599999999999999,0.6538912816288291
239,Hamblen Elementary,"PK, KG-6",Spokane Public Schools,547,17.6,234,5,31,0.428,0.77,0.728,0.015,0.113,0.013000000000000001,0.004,0.011000000000000001,0.11699999999999999,0.5567401233074366
240,Brouillet Elementary,K-6,Puyallup School District,736,19.1,259,19,38,0.264,0.767,0.63,0.023,0.128,0.039,0.008,0.023,0.14800000000000002,0.6504143833919314
241,Asotin Elementary,"PK, KG-5",Asotin-Anatone School District,284,15.1,280,39,19,0.35200000000000004,0.7659999999999999,0.898,0.004,0.046,0.011000000000000001,0.004,0,0.039,0.6644212001021974
242,Tops K-8 School,"PK, KG-8",Seattle School District,471,20.4,208,34,23,0.253,0.765,0.493,0.11900000000000001,0.049,0.20199999999999999,0.004,0,0.134,0.739704458763707
243,Roosevelt Elementary School,K-5,Olympia School District,418,18,190,53,23,0.423,0.765,0.718,0.012,0.124,0.024,0.005,0,0.11699999999999999,0.566341520889386
244,Hazelwood Elementary School,K-5,Auburn School District,561,18,146,98,31,0.465,0.764,0.48,0.032,0.301,0.071,0.012,0.018000000000000002,0.086,0.4918164139464927
245,Chester Elementary School,"PK, KG-5",Central Valley School District,407,17.8,270,25,23,0.179,0.763,0.887,0.017,0.057,0.006999999999999999,0.005,0.006999999999999999,0.02,0.7541889195034004
246,Kent Prairie Elementary,K-5,Arlington School District,622,17.4,207,39,36,0.40399999999999997,0.762,0.765,0.002,0.113,0.006,0.006,0.002,0.106,0.5800690069222246
247,Heights Elementary,K-6,Clarkston School District,374,17.8,327,80,21,0.369,0.762,0.8640000000000001,0.011000000000000001,0.055999999999999994,0.005,0.005,0,0.059000000000000004,0.6372813112751613
248,Pioneer Valley Elementary,K-5,Bethel School District,457,17.6,489,241,26,0.495,0.759,0.53,0.07400000000000001,0.14400000000000002,0.027999999999999997,0.004,0.053,0.166,0.45088444119092225
249,Kennydale Elementary School,K-5,Renton School District,614,18.6,213,36,33,0.324,0.758,0.365,0.049,0.2,0.285,0.005,0.005,0.091,0.7240217659332163
250,Victor Falls Elementary,"PK, KG-5",Sumner School District,586,18.3,397,147,32,0.249,0.755,0.812,0.006999999999999999,0.09,0.012,0.003,0.002,0.073,0.6977307027508206
251,Seattle Hill Elementary,K-6,Snohomish School District,647,20.8,422,171,31,0.19,0.755,0.6920000000000001,0.008,0.102,0.07400000000000001,0.002,0,0.122,0.7396182960233771
252,Sunset Primary,K-4,University Place School District,422,15.6,114,138,27,0.322,0.754,0.524,0.071,0.13,0.076,0.002,0.017,0.18,0.608249562839345
253,Shadow Lake Elementary,"PK, KG-5",Tahoma School District,699,21.3,193,60,33,0.205,0.754,0.684,0.011000000000000001,0.134,0.046,0.006,0.019,0.1,0.7085010972406648
254,Broadview Elementary,K-4,Oak Harbor School District,533,19.7,279,25,27,0.375,0.752,0.546,0.045,0.156,0.083,0.002,0.013000000000000001,0.156,0.5878592591268331
255,Edwin Markham Elementary,K-6,Pasco School District,394,18,315,60,22,0.48700000000000004,0.7509999999999999,0.614,0.003,0.363,0,0.005,0,0.015,0.4621060457766975
256,Sunnyside Elementary,"PK, KG-5",Pullman School District,460,21,268,12,22,0.304,0.7509999999999999,0.6459999999999999,0.015,0.113,0.126,0.002,0.002,0.096,0.7020043175726506
257,East Olympia Elementary,K-5,Tumwater School District,577,18.8,373,116,31,0.27699999999999997,0.7509999999999999,0.754,0.006999999999999999,0.132,0.009000000000000001,0.003,0,0.095,0.6597232856522949
